row,corr_peak,lag_ms,cfo_hz,snr_snip_dB,corr_before,corr_after_derot
814,0.00570235146258597,2.68847742597348,-20397.5070876991,0.391770278584448,0.00107095795425807,0.00784915586882635
815,0.00562448515127972,2.25361225273664,-36823.9538852501,0.45704541983313,0.00771982768862586,0.00628065665840655
816,0.00590875330463756,-3.32162547851518,-68864.8738302843,NaN,NaN,NaN
817,0.00552924266002613,1.32124891705184,27058.3305725058,-0.398926983929109,0.00699162380924082,0.00211107309078337
818,0.00494955190960395,0.146260011913364,11411.8419216366,NaN,NaN,NaN
819,0.00517756553271279,-0.739913437397576,-34797.2468431619,NaN,NaN,NaN
820,0.00489521434863222,-6.41626917927366,60106.547106037,NaN,NaN,NaN
821,0.0048953649418084,-6.48889768985148,60118.0245174914,NaN,NaN,NaN
822,0.00541083276457162,-7.20564229695964,-167.919309241038,NaN,NaN,NaN
823,0.00491821910883815,-2.71203149361741,2678.75331787461,NaN,NaN,NaN
824,0.00482949626085553,-8.19906585414239,60108.8127247899,NaN,NaN,NaN
825,0.00528818961751378,-4.2737215067748,6473.00550084101,NaN,NaN,NaN
826,0.00538695379738223,-4.61949550551944,75702.8333869324,NaN,NaN,NaN
827,0.00539544970851444,-4.69212387314231,75707.1849412757,NaN,NaN,NaN
828,0.00457276862907559,-4.74101776988849,-9572.53317571471,NaN,NaN,NaN
829,0.00458050773035886,-4.81364649312603,-9373.97185501054,NaN,NaN,NaN
830,0.00484412338782058,-10.5734662501628,-14675.5817048367,NaN,NaN,NaN
831,0.00484123438996613,-10.6460949152945,-14665.586437182,NaN,NaN,NaN
832,0.00489549997493988,-5.96795355873132,-16254.5762146382,NaN,NaN,NaN
833,0.0048449868700601,-6.04058291377449,-16271.6034285699,NaN,NaN,NaN
834,0.00450861681838535,-8.07361745087453,-10301.4526346984,NaN,NaN,NaN
835,0.00450720758108554,-8.14624598070233,-10316.0677020037,NaN,NaN,NaN
836,0.00447987352862235,-8.74407929515228,-49065.8826672914,NaN,NaN,NaN
837,0.00496544211148095,-9.62211165814166,6479.35581579353,NaN,NaN,NaN
838,0.00441688703229299,-10.268542781831,-4336.36946474388,NaN,NaN,NaN
839,0.00439390605384459,-10.7142419588717,-4334.1949478921,NaN,NaN,NaN
840,0.00451768774494684,-5.92480218530021,70088.5663227149,NaN,NaN,NaN
841,0.00484668614328877,-8.38054362928982,-71568.3214377677,NaN,NaN,NaN
842,0.00444651700249971,-9.14340714960247,-75285.404440626,NaN,NaN,NaN
843,0.00444664072256509,-9.21603572597457,-75288.8960921871,NaN,NaN,NaN
844,0.00465332492851487,-10.017605957994,13497.5759688441,NaN,NaN,NaN
845,0.00465365219799725,-10.0902345358589,13499.0584714834,NaN,NaN,NaN
846,0.00438836913933908,-5.96037849790643,61755.2122792352,NaN,NaN,NaN
847,0.00471609876459425,-6.03300554039881,61744.722450956,NaN,NaN,NaN
848,0.00456728901386093,-7.63736510575084,-74355.6403888793,NaN,NaN,NaN
849,0.00457200090370517,-7.70999368283877,-74356.2854220815,NaN,NaN,NaN
850,0.00300366300449482,-5.8801247007868,-55974.6359114954,NaN,NaN,NaN
851,0.0029736626806541,-8.83847760200116,52460.7604593744,NaN,NaN,NaN
852,0.00311701961328401,-9.51208316068912,25645.5574283,NaN,NaN,NaN
853,0.00311802090207775,-9.58471165379038,25657.3750098647,NaN,NaN,NaN
854,0.00305151649088094,-10.2401517133779,-9486.2232412141,NaN,NaN,NaN
855,0.00306335492881122,-10.2603535385237,1780.51463587138,NaN,NaN,NaN
856,0.00310001186018762,-5.60672333770225,-1065.3537774746,NaN,NaN,NaN
857,0.00318499868536559,-5.67935612204414,-1055.80883052496,NaN,NaN,NaN
858,0.00317460918729884,-6.2590770318246,-51860.6471303937,NaN,NaN,NaN
859,0.00309529068097148,-6.54611048331569,-26934.2546657947,NaN,NaN,NaN
860,0.00318409578992551,-7.68726665647858,30827.0686437017,NaN,NaN,NaN
861,0.00318309554743917,-7.75989537116065,30810.8346477199,NaN,NaN,NaN
862,0.00310979632510072,-8.35542244295312,69064.1116577473,NaN,NaN,NaN
863,0.00311120968507154,-8.4280510147958,69065.2879355986,NaN,NaN,NaN
864,0.00307401272866634,-6.30776112645807,-5357.24085471864,NaN,NaN,NaN
865,0.00305057171781515,-7.34746365679327,-39073.56254286,NaN,NaN,NaN
866,0.0054187957621384,-5.91544033496419,-49647.2862955086,NaN,NaN,NaN
867,0.00538882059211199,-5.98806832616399,-49638.3881379191,NaN,NaN,NaN
868,0.0101489727322902,-7.70045436969855,311.986134052526,NaN,NaN,NaN
869,0.0101527567063181,-7.77308293733659,320.925845454718,NaN,NaN,NaN
870,0.0101683238473669,-8.59185273235174,304.66461740538,NaN,NaN,NaN
